"I just needed time alone, with my own thoughts",existential,,
I never be picture-perfect-Beyonce,existential,,
I'll never be laid back as his beat was,existential,,
"I'm 38 years old, a 8 year old with rich nigga problems",existential,,
I'm out here from a very far away place,existential,,
It's 4am and I can't sleep,existential,,
"My child-like creativity, purity and honesty is honestly being crowded by these grown thoughts",existential,,
No one man should have all that power,existential,opinion,
"No, I decided I was finished",existential,,
"now everything I'm not, made me everything I am.",existential,,
On lonely nights I start to fade,existential,,
"Reality is catching up with me, taking my inner child I'm fighting for custody",existential,,
"Rocafella chain, yeah that's my rapper style",existential,,
"So goodnight cruel world I'll see you in the mornin',",existential,farewell,
Somebody tell these (niggas) who Kanye West is,existential,,
they'd rather give me the nigga-please award,existential,,
Thinking back to how I got here in the first place,existential,,
Waiting on a dream That'll never come true,existential,,
While im waiting on a dream That'll never come true,existential,,
Young & Restless,existential,,
"And as far as real friends, tell my cousins I love 'em",family and friends,,
First song they played for me was 'bout their friend that just died,family and friends,emotion,
"Gangstas walk, pimps gon' talk",family and friends,,
His baby mamma car and crib is bigger than his,family and friends,,
"I bet no one knew, I got no one new",family and friends,emotion,
I had my life threatened by best friends who had selfish intents,family and friends,,
I know somebody paying child support for one of his kids,family and friends,wealth,
Not knowing the disconnect from the father,family and friends,,
OK get your kids but then they got their friends,family and friends,,
"Whole family gettin' money, thank God for E!",family and friends,wealth,
Back to our regularly scheduled programmin',farewell,,
Goodbye my friend I won't ever love again,farewell,family and friends,
Goodbye my friend will I ever love again,farewell,,
Goodbye my friend will I ever love again,farewell,family and friends,
goodbye to the India.Arie award,farewell,,
Huh? I'll see you in the mornin',farewell,,
so say goodbye to the NAACP award,farewell,,
Any rumor you heard about me was true and legendary,greeting,existential,
do you know what it feel like when people is passin'?,greeting,,
How 'Ye doin'? I'm surviving,greeting,,
Let me tell you,greeting,,
"Oh, hey, oh, hey, oh, hey, hey, hey",greeting,,
"To the hustlers, killers, murderers, drug dealers even the strippers",greeting,,
Well that's a pretty bad way to start a conversation,greeting,,
And they gone keep calling and trying,opinion,,
At the end of the day goddamn it I'm killin' this shit,opinion,,
Bitches say he funny and disrespectful,opinion,,
but I got the facts to back this,opinion,,
Can it melt away all of our mistakes,opinion,weather,
"cause they want gun-talk, or I don't wear enough",opinion,conflict,
Cause when she leave yo ass she gon' leave with half,opinion,,
Do it better than anybody you ever seen do it,opinion,,
Fake-ass facade they couldn't keep up,opinion,,
Fuck SNL and the whole cast,opinion,emotion,
Getting choked by the detectives yeah yeah now check the method,opinion,,
"He knows, he's so fuckin' gifted",opinion,,
He was as black as the street was,opinion,,
"Hell, you know my repertoire is like a wrestler",opinion,career,
I ain't here to argue about his facial features,opinion,,
I can't fault 'em really,opinion,,
"I don't need your pussy, bitch I'm on my own dick",opinion,relationships,
I got the power make your life so excitin'...,opinion,,
I know damn well ya'll feelin' this shit,opinion,,
I know some fans who thought I wouldn't rap like this again,opinion,,
I know that people wouldn't usually rap this,opinion,emotion,
I know this dude's balling but yeah that's nice,opinion,,
I like this flavor,opinion,,
I was uninspired since Lauryn Hill retired,opinion,,
"I'm too black, I'm too vocal, I'm too flagrant",opinion,existential,
I'ma make sure these light skinned niggaz,opinion,,
In this white man world we the ones chosen,opinion,,
"It's just me, I do it my way, bitch",opinion,adlib,existential
It's something that you need to have,opinion,,
Lost in translation with a whole fuckin' nation,opinion,conflict,
"man, killing's some wack shit",opinion,,
"Mulholland Drive, need to put up some god damn barricades",opinion,,
My psychiatrist got kids that I inspired,opinion,family and friends,
No one man should have all that power,opinion,,
Now I ain't saying you're a gold digger you got needs,opinion,,
Oooh hecky naw that boy is raw,opinion,,
"people talk shit, but when shit hits the fan",opinion,,
Ride around with a bulletproof car and some tints?,opinion,action,
"She said K Lamar, you kind of dumb to be a poet",opinion,action,
She walking around looking like Michael with your money,opinion,wealth,
"Should've got that insured got GEICO for your money, money, money",opinion,wealth,
"So ya never know, never never know",opinion,,
"Something smellin' like shit, that's the new fragrance",opinion,adlib,
"That means guns, sex, lies, video tapes",opinion,,
That's why I'd rather take the 405,opinion,,
"They be asking us questions, harass and arrest us",opinion,,
They say I was the abomination of Obama's nation,opinion,conflict,
"Til then, fuck that the world's ours",opinion,,
Top floor the view alone will leave you breathless Uhhhh!,opinion,,
"We at war with terrorism, racism, and most of all we at war with ourselves",opinion,,
"You know it, L.A., it's so jammin'",opinion,,
And on her 18th birthday he found out it wasn't his,relationships,,
And there's no one else I know who can take your place,relationships,,
And when you get on he leave your ass for a white girl,relationships,,
Bring more of them girls I've seen in the Aurora,relationships,sex and party,
But I'm looking for the one,relationships,,
Cutie the bomb,relationships,,
Far as girls you got a flock,relationships,,
Get down girl go head get down (I gotta leave),relationships,,
Her love is a thousand miles away,relationships,,
Her love is all that I can see,relationships,emotion,
Her love is all that I can see,relationships,,
I can tell by your charm,relationships,,
I can tell by your charm and your arm,relationships,,
I don't care what none of y'all say I still love her,relationships,,
"I just keep on lovin' you, baby",relationships,,
"I'm not loving you, the way I wanted to",relationships,,
Met her at a beauty salon,relationships,,
She said I can tell you rock,relationships,,
She said she came out here to find an A-list rapper,relationships,career,
"So keep ya love lockdown, ya love lockdown",relationships,advice,
"Tammy, Becky, and Laura, or'a Shirley",relationships,,
"That pussy should only be holding exclusive rights to me, I mean",relationships,sex and party,
"Way I wanna go, I don't need you",relationships,,
Yeah she's a trifling friend indeed,relationships,family and friends,
(Jesus walks with me),religion,,
"(Jesus walks with me) with me, with me, with me [fades]",religion,,
(Jesus walks),religion,,
But I still feel as possessed as a gun charge.,religion,,
But if I talk about God my record won't get played Huh?,religion,,
God show me the way because the Devil trying to break me down,religion,,
I know he hear me when my feet get weary,religion,,
"I need to talk to somebody, pastor",religion,,
I walk through the valley of the shadow of death is,religion,,
I want to talk to God but I'm afraid because we ain't spoke in so long,religion,,
"Lord have mercy, thou will not hurt me",religion,,
"Make me believe in miracles, Buddhist monks and Cap'n Crunch cereal",religion,,
Make me get spiritual,religion,,
My mamma used to say only Jesus can save us,religion,family and friends,
Now hear ye hear ye want to see Thee more clearly,religion,,
Or here to convert atheists into believers,religion,,
"Rosary piece, yeah that's my Catholic style",religion,,
The only thing that that I pray is that my feet don't fail me now,religion,,
The way Kathie Lee needed Regis that's the way I need Jesus,religion,,
Then I hope this take away from my sins,religion,,
They say you can rap about anything except for Jesus,religion,,
And my sheets still orange from your spray tan,sex and party,,
"Bitch bend over, I'm here for a reason",sex and party,,
Friday night tryna make it into the city,sex and party,,
Got pussy from beats I did for niggas more famous,sex and party,career,
Hear like ear till I'm beer on the curb,sex and party,,
I ain't got a power trip who you going home with?,sex and party,relationships,
If I knew y'all made plans I wouldn't have popped the Xans,sex and party,,
Instagram is the best way to promote some pussy,sex and party,,
It was more than soft porn for the K-man,sex and party,,
Liquor pouring and niggas swarming your section with erection,sex and party,,
My best friend says she use to fuck with Usher,sex and party,,
My psychic told me she have an ass like Serena,sex and party,,
Next time I'm in the club everybody screaming out,sex and party,,
Second class bitches wouldn't let me on first base,sex and party,,
"She brace herself and hold my stomach, good dick'll do that",sex and party,,
"She keep pushin' me back, good dick'll do that",sex and party,,
She push me back when the dick go too deep,sex and party,,
"Smoke in every direction, middle finger pedestrians",sex and party,conflict,
"Tell 'em party's in here, we don't need to go out",sex and party,,
"The head still good though, the head still good though",sex and party,adlib,
"The opportunity, the proper top of breast and booty cheek",sex and party,,
This good dick'll put your ass to sleep,sex and party,opinion,
"Uhm, well cutie, I like your bougie booty",sex and party,opinion,relationships
"We need the turbo thots, high speed, turbo thots",sex and party,,
With some light skinned girls and some Kelly Rowlands,sex and party,,
(She gives me money),wealth,relationships,
A backpack nigga with luxury taste buds,wealth,,
A trunk full of coke rental car from Avis,wealth,,
And next these (niggas) might jack your Lexus,wealth,,
"And the Louis Vuitton store, got all of my pay stubs",wealth,,
"baggy clothes, Reebok's, or Adidas",wealth,,
"Big, big money, money, money, money",wealth,,
But she ain't messin' with no broke niggas,wealth,relationships,
"Get money, money, money, money",wealth,,
He flew you in this motherfucker on first class,wealth,action,
Hey baby you forgot your Ray Bans,wealth,,
"I love rockin' jewelry, a whole neck full",wealth,,
I never rock a mink coat in the winter time like Killa Cam,wealth,,
"I pulled up in the Benz, they all got up in",wealth,,
"I'ma get on this TV, momma",wealth,family and friends,
If you fucking with this girl then you better be paid,wealth,sex and party,
In a fresh pair of steps and my best foreign car.,wealth,,
It took 6 months to take the Maybach all matted out,wealth,,
Music and iPhone cameras,wealth,,
"My furs is Mongolian,",wealth,,
Now I ain't sayin' she a gold digger (when I'm in need),wealth,relationships,
Or rock some mink boots in the summertime like Will.I.am,wealth,,
"Pink fur, got Nori dressing like Cam, thank God for me",wealth,,
She take my money when I'm in need,wealth,relationships,
She was supposed to buy your shorty TYCO with your money,wealth,,
She went to the doctor got lipo with your money,wealth,,
"Some days I'm in my Yeezys, some days I'm in my Vans",wealth,,
Tell my wife that I hate the Rolls so I ain't never drive it,wealth,,
"the church want tithe, so I can't afford to pay",wealth,,
"the slip on the door, cause I can't afford to stay",wealth,,
To the victims of Welfare for we living in hell here hell yeah,wealth,greeting,religion
We all went to Den and then I had to pay,wealth,,
Where restless (niggas) might snatch your necklace,wealth,,
With a baby Louis Vuitton,wealth,,
Can it melt away all of our mistakes,weather,,
If spring can take the snow away,weather,,
Memories made in the coldest winter,weather,,
"Winter, winter",weather,,
